pelvis_x,pelvis_y,pelvis_z,L5_x,L5_y,L5_z,L3_x,L3_y,L3_z,T12_x,T12_y,T12_z,T8_x,T8_y,T8_z,neck_x,neck_y,neck_z,head_x,head_y,head_z,shoulderRight_x,shoulderRight_y,shoulderRight_z,upperArmRight_x,upperArmRight_y,upperArmRight_z,forearmRight_x,forearmRight_y,forearmRight_z,handRight_x,handRight_y,handRight_z,shoulderLeft_x,shoulderLeft_y,shoulderLeft_z,upperArmLeft_x,upperArmLeft_y,upperArmLeft_z,forearmLeft_x,forearmLeft_y,forearmLeft_z,handLeft_x,handLeft_y,handLeft_z,upperLegRight_x,upperLegRight_y,upperLegRight_z,lowerLegRight_x,lowerLegRight_y,lowerLegRight_z,footRight_x,footRight_y,footRight_z,toeRight_x,toeRight_y,toeRight_z,upperLegLeft_x,upperLegLeft_y,upperLegLeft_z,lowerLegLeft_x,lowerLegLeft_y,lowerLegLeft_z,footLeft_x,footLeft_y,footLeft_z,toeLeft_x,toeLeft_y,toeLeft_z
4.6304714166741725,10.382586027123565,0.9482671263192824,5.112946274716929,10.045676107988507,1.0136767675359544,5.784921639187418,9.947917874219403,1.1809605861900332,5.4147902465317745,9.949009813109242,1.3113976098547868,5.722711898490395,10.1326790788969,1.3497691318848755,5.244847615483674,10.366891501338818,1.4884033257139566,5.429469064595486,9.836646981652697,1.5615100354612608,5.704136831667462,9.443871331787212,1.2992845727724986,5.042646679673638,10.243518229924453,1.4391061977732016,5.007012803790758,10.70394447917245,1.015809725904975,4.861895817762376,10.608571102812753,0.8654579856743632,5.463478826851691,9.677776297590917,1.3842061521811542,5.373339670494359,9.458737514950066,1.3024318126988534,5.185830784629318,9.917866252378683,1.106938136120203,5.100688721874971,9.798887367272608,0.7617502577207073,5.189794516196396,10.382152446580037,0.9067320274563783,5.098512557359079,10.608501639629003,0.5528531867617686,5.429902252634887,9.820957529990254,0.08733268992899704,4.981957966376502,11.010282000541181,0.02322464357501923,5.484050488676128,11.137295065967052,0.8357247394949101,5.436085594614485,9.803178927430455,0.5075042990601869,5.667764625316628,9.649279447655193,0.10177178358812335,5.085987058737171,9.815289822540006,0.03266350265115028
5.429643370282923,10.582026896986799,0.8931668393061962,4.667630013564565,10.207022538777357,1.0294115501471193,4.816265056776725,9.465487944613995,1.1025479476184619,5.351522944198734,10.197832113777395,1.201473101569672,5.82974854462713,9.620578039378442,1.323930141612232,5.5330178315238605,10.013687577031394,1.4666151104019591,5.100310493508592,10.219760083165431,1.5500455560440614,5.090607455515056,10.240313392531844,1.3809926325708728,5.341434802552889,10.82576199316582,1.2899203364517144,5.528240939363235,10.47056933992339,0.9929838439951351,4.996782676821701,10.448608151083517,0.8743911815289754,5.361049175988095,10.565843549797012,1.3984683477591666,5.474491385715821,11.525993570655512,1.3391370197639532,5.256490224806298,9.665146516725855,0.9913351554139963,5.344560860898819,10.405993464112331,0.895299749374732,4.914101046918969,10.071092980546968,0.9736487715132415,5.464464903459579,10.270560955478802,0.5278216168293198,5.327975231982256,10.274477027578614,0.0953436450797442,4.666751719922627,9.771716088397008,0.021640634564010188,5.095562491414523,10.4429942480004,0.9347951952512907,5.30265799553427,10.219668830408951,0.5562325607303693,5.73370870496111,10.527686194161829,0.0967816303047848,5.6984275440813565,9.609570066240103,0.029012878692308515
5.5185874095962735,11.137275340754995,0.9075758587954021,5.05074871523378,10.193071548064253,1.0545076818907886,5.273852967635031,9.837184994555958,1.1036506939073198,5.207735127286799,10.103992110576401,1.1731767687007875,5.554196571511671,9.872127256505921,1.287424328245292,5.418851977020834,11.03546790772657,1.4030917330383323,5.517327282725991,9.856946353498865,1.5516019096985685,4.953763091996608,9.894759134340198,1.3121039248097546,5.372300184146828,11.33659011380054,1.4930072195789585,5.360107953734965,10.944667728365873,1.2220584013027849,5.111093417183066,9.593197234392893,0.7866814497865167,5.304086998268707,10.511897257209954,1.3778500478659939,5.187008777574794,10.426249001227223,1.3473220424059082,5.299339874404496,10.198585416261599,1.1937255956522879,5.750117870378848,10.149031105113389,0.8576170325307053,4.772872657687146,9.715415462407924,0.9381755664684986,5.55217475481048,10.194505683796681,0.5567406469617954,4.997687098945591,10.62344451632918,0.08552143214192025,5.59590167541584,9.633722621402205,0.0237727999439697,5.039899055527977,9.27666372982094,0.9487719951454063,5.038250457838434,9.933090627157545,0.5414970398842549,5.193755374573038,11.000380904460883,0.0929772137072889,5.5435995631338235,10.057681192995233,0.032965992883301126
5.829154368413349,10.250046648283266,0.929905420129643,5.031688660270886,10.449673144071891,0.9522716071665003,5.308583462751087,9.797125274738317,1.2238971162506413,5.57498766409746,11.438421309528358,1.2642643283155808,4.893381516404579,9.16747564562336,1.4448523170086909,5.262359029999221,10.119012806595512,1.552837610503939,5.118717952881208,9.70851699949732,1.5475992509877736,5.194946469395804,9.377334311615444,1.2516057451082987,4.610815167483127,10.083591074383367,1.3579376371684935,5.019950538550931,10.435230886383982,1.152074300892508,5.26915215092505,10.775931334029192,0.8773602157928088,4.768091178171966,10.27880373672642,1.4289019404601062,5.260526177089117,10.568866588248722,1.3523173350525741,5.514137050281184,10.113894927323939,1.1306036103383972,5.439041976286896,10.47808086362163,0.8437054840162702,5.35178467918124,8.997944193533229,0.9041443313583863,5.512764731206466,10.105059320886165,0.49080322029879825,5.126171199240324,10.56762082042477,0.08743375933533673,5.1951193482604525,9.886065151569118,0.024945447357008592,5.135375289200848,9.791648641230749,0.9919719909136666,5.227687518893096,10.310091077582417,0.5252725132478661,5.409353458707562,10.702542326078515,0.08926939379453086,5.2586109451574155,10.458168447187717,0.032130086641016346
5.4784326017630285,9.997050820466354,0.9926738718784373,5.451892905054747,9.249800771942732,1.0673444053714098,5.097711977638857,10.53222675905739,1.0697200436939025,5.103051998131351,10.814101697264263,1.1905104706737206,5.55152649269338,9.985143789956265,1.4049840427366362,5.492567632400902,9.93025707621734,1.4362482788950037,4.8279937405116655,9.716663578797284,1.702988471609749,5.096419000176522,9.392934017284999,1.2858336279155302,5.3699529275985,9.633978411195008,1.4017363452161764,5.067852461156234,10.609509192992281,1.175351168621556,5.175041175917253,9.996063438735563,0.7972875422813482,5.427446234645325,9.909048346101986,1.3241931707683698,5.977052761731681,10.309252442379758,1.4111925861281376,5.302159460568097,10.361220093168452,1.105118731777966,5.778279754800852,10.122028257430008,0.7523863754294646,4.76573861544367,9.47256546894755,0.9057021528756564,5.233760708719014,10.418267911188066,0.5252535020160654,4.801458795427631,10.59858134679823,0.09309445932730442,5.025948327028286,10.74449785550644,0.023847706144781114,5.860926012637658,10.156146534345284,0.8928284720167228,5.646644659776641,10.36000384304699,0.5253381596222391,5.177458586315366,11.155415636152194,0.09061998150639343,5.066709185448772,9.480136488914331,0.03125681898451167
5.601669058378565,10.504531775857922,0.9327086171266868,5.430003630746218,9.518828135307235,1.1250805553019083,5.33012606474448,9.684130851261441,1.1989481548610605,5.052322224116929,9.84596108858927,1.3276763592338148,5.151793559686857,9.798745929774507,1.2727602032259273,5.5984204641365745,10.303803719941326,1.4070698347584474,5.244444980724919,10.338300795156966,1.6883569940524825,5.327815122199412,9.487458235950463,1.4038556958286659,4.7506786259558185,10.281254015928479,1.3765772704484462,5.357555345753256,9.58027964353557,1.0397772895853818,5.084723978169615,10.794389238344404,0.8306699503787743,5.408237500951247,10.691200378378602,1.4272269581107648,5.696711394987581,9.782847820749005,1.3354719448970056,5.877783871211206,9.973464471076348,1.0585149792858917,5.218814372988741,9.904737286451766,0.9276421656082577,5.138692498613601,10.215863769359006,0.93836605533788,5.625550977808822,11.049535805701316,0.5537906206448634,5.22816193201795,10.080773239270172,0.09497326118661258,5.2776220797858215,10.284323846706366,0.023071586903766587,5.936161040479204,9.350226295662031,0.9487342419253216,5.198788014329002,9.629478037748173,0.5124545787256387,5.1196271512839,9.707500531930982,0.09309384485547904,5.183454031911481,10.53389071633943,0.03172627275702794
5.104358105555079,10.819107861118843,0.9833315168799415,5.267627122258572,10.54629724594381,1.0376733386366193,4.428886228475291,10.454693443815357,1.1027631991600553,5.867587968470478,10.443436969976611,1.3122168665914469,5.127106202525508,10.38725670890552,1.2790760106614132,5.367903595051705,10.059958381691564,1.4536797173327471,5.198183990630582,11.09294686239885,1.495913667528046,5.274593458738353,10.351218671166516,1.3602640749653954,5.32015860697383,10.162941952799146,1.4214994033846875,5.145178224872928,9.446766491535076,1.079058050478228,5.527274376611279,10.543263615815905,0.8591426235290563,5.465187861464776,9.05108266212647,1.3080030117668477,5.3698305979594485,10.459529460133808,1.4041722968005201,5.054494989886359,10.457006333411487,1.0705249315575749,5.470564684983352,10.42197304202866,0.9305523307992412,4.900325682518483,10.643724881631856,0.9520475711084564,5.242332195254584,10.04911940577547,0.5243058033286873,4.899677299974336,9.993259319418863,0.08512818034544228,5.825594537517188,10.231904146830876,0.022203970419145673,5.042470713656119,10.384518135134213,0.9236389094701765,5.363581590610441,10.53803646373093,0.5249025725500513,5.473118402577905,10.781646044479608,0.09524319709149609,5.572539123802819,10.195631281733288,0.030119699789677795
5.479043529957028,11.029440601351158,0.8967622025631607,5.656765323074754,11.057372931927528,1.0401534480231922,5.152211812469061,10.871573557330581,1.1325868113348145,5.652791099336779,11.038728468178943,1.2780038512779623,5.584396027557906,10.431285885189592,1.334441323321824,5.322878381821002,10.685989857420887,1.4648576331737349,5.646660324137265,9.938954555911739,1.5573000312430523,5.649857522418058,11.2516706911998,1.3046226816662265,4.978062253161414,9.725153100636359,1.482916089940862,5.598413945089831,10.503425594784828,1.171195129587572,5.133220187716362,9.696529731057222,0.8787555812785856,5.167093472541997,10.092169600260515,1.40045405543307,5.6887447144846055,10.03351396920134,1.463237892265211,5.143315225848525,10.413865996333517,1.147907256959619,5.462667583857766,9.976782536349429,0.8697910937889145,5.002888673537435,10.520571705449386,0.9496219971796088,4.960862169688733,9.919585254884819,0.5259001809437416,5.095083000875947,10.477281635817311,0.08935245714185217,5.2052036612052355,10.169163365825312,0.023842871940768177,5.31122948354459,8.863123523757835,0.8636885130354653,5.44426114329581,10.546801390843635,0.5575584420978069,5.640554678489659,10.91061102234332,0.09490152150411268,5.368905217614341,10.724650323803148,0.03121336606837425
5.585474464518364,9.993691164285911,0.8773873825060846,5.1683278940064685,10.539228613674496,1.0396933875520566,5.724890512546747,10.08960811026468,1.1431949200607938,5.45406343263559,9.860472350572142,1.1940356575145794,5.686483868685973,11.26876372361474,1.3299232921652244,5.3834993529576565,10.197748274881032,1.4630532209004443,5.158278762841938,11.000363353011176,1.4965472064616616,5.134987789664382,10.301689397750522,1.4741434481440807,4.993074199521506,10.660587473786554,1.26173783995932,5.448358852346807,10.117353497320092,1.0435533516090238,5.375169512673198,10.713414790431338,0.8595069437273948,5.540799846568409,10.716494472800976,1.5074787032481263,5.8510662330971535,10.479910663250458,1.4215206736744472,5.069531123386855,10.82538104155913,1.1158904502409304,5.402796639970334,10.457548101113005,0.856001788502404,5.155211238419298,9.970447876887182,0.9532242378554243,4.839384284857215,10.387387081834035,0.5013736103605099,5.215092909875963,10.519083950713297,0.1000158043481476,5.239616272361119,9.941990802554052,0.023310720788734397,5.537572439406464,9.212045744106844,0.9242840904711732,5.113474481551225,10.27870443157562,0.5467209163108512,5.4049593464372085,10.416160623463206,0.09039815176917049,5.419024302192023,9.400068680374584,0.03392260149716412
4.743999429274308,10.267124500089793,0.8932037679553441,4.85176228107935,10.735432791022115,0.9143927360235675,5.396574562027315,10.796625745149685,1.2023516002832513,5.125585757584821,9.478921220224265,1.2385722143138984,5.421233905025069,10.758817088467424,1.205355338763744,5.282531848317836,10.235673898003599,1.5644536836272522,5.753901801574384,9.532521173755713,1.6506142774627994,5.227965513526647,10.89833477767387,1.3847714225596954,5.0821601224329225,10.770766838374646,1.4078333524693607,5.056666479374634,9.53296407951232,1.1168655986859843,4.689202284330108,10.348265868031369,0.924056696053854,5.6637403362673115,9.513948347150963,1.4192822377995662,4.9454008056355425,9.951560459852768,1.451561361246347,5.88106993999919,10.582182641643614,1.1669561583992636,5.829574866872281,11.240590391984046,0.8868977235247831,5.20395711244837,9.518599740252027,0.9328882272301142,5.51572394746201,10.87349464439009,0.5197998966594083,5.4154123537565955,11.187365747902811,0.09191582884456029,5.175694953441429,9.892407452928014,0.02317587963073819,5.572417989169757,9.349475956338358,0.844787743887691,5.455906524114574,9.707992521312725,0.5345743513781621,5.01823271504713,10.636149959790936,0.09364617032504012,5.429512478577689,10.764181028753168,0.03214531187963472
